Plant,Machine Type,Shift,Ambient Temperature (C),Humidity (%),Machine Age (Years),Maintenance Quality Index,Lubrication Interval (Days),Operator Training Hours (Monthly),Spare Parts Availability Index,Production Target Pressure Index,Fatigue Index,Procedure Compliance Index,Wear Index,Cooling Efficiency Index,Vibration RMS,Defect Rate Index,Failure Risk (0-1),Repair Duration (Hours),Unplanned Downtime Hours (Next 30d)
Plant C,Conveyor,Day,29.09924348630032,65.96098499174867,6.4506772975075455,-0.0244360796822767,19.05869757396083,,1.9520644703373995,-1.1742281031957869,0.022095643150272043,0.3819895179098565,1.532847457800741,0.884516241948806,-0.08660441834099208,-1.3307609485158376,0.49365758191223186,7.735737937448849,12.020714839650358
Plant B,Press,Night,28.54286234336381,64.48976781088422,9.902921330745338,-0.15005212306100058,17.7602634718281,0.0,2.5,-0.577503050847488,1.458802207521609,-0.35358078426903516,2.5853702317259817,1.2110959729109279,0.24989023178008327,0.6548867251950687,0.8598849840917258,7.8412281021955845,22.563805022453423
Plant B,CNC,Day,14.114707903736878,65.89396114311393,4.445669974620743,1.4645379897484432,17.467228488439776,8.29093749356526,-0.5990150305775506,-0.5614997992916048,-0.06114094521158411,0.04772635246238899,2.0627879248369494,1.35084295229846,-0.0805756809424697,0.47248758199892493,0.6112689368342733,13.838636575210582,27.61546714354375
Plant A,Press,Day,19.168864325366048,59.837319278215986,8.846265575890508,1.5051533841796465,11.361979069915815,4.419401472740882,0.8526620573799846,-0.38168161201053424,-0.3286731463088932,-0.16421184521135124,3.511315148703635,1.115183290349993,-0.29054723440478974,0.3029903088337293,0.6783911473336814,10.15430254626265,23.036690768992376
Plant C,CNC,Swing,17.89356041844821,68.20920268527287,9.190956012797136,0.3767996927467253,13.534306851469108,3.4788404211113777,-0.8149883441315093,-1.8029123512426282,-0.20015174927472582,0.3396329455114887,2.1056448430318806,1.121331872839871,-0.48722705149125134,-0.5992224990028496,,11.89593533004824,15.80151023799091
Plant A,CNC,Day,15.089764841870561,59.62114364236294,6.091832685914422,1.214259187442175,16.891373761191208,4.068096365406042,-0.12486753468411864,,-0.3375668377342962,0.4692230764387425,3.576450194779609,1.1594754323691079,-0.523256919068014,-0.1794861935931732,0.49180482596047087,11.637883503825895,16.17986664768354
Plant B,CNC,Swing,28.39657491697828,34.99287560388049,9.027019944296597,-0.14636006668241858,13.200343296151633,5.098166750873945,-0.8674998969878466,0.9118542719481433,0.2824812388884249,,4.135364686200057,1.155342734855682,1.0307230486355075,0.13368221851332007,0.6950374288015776,16.16725882009789,29.92172981769611
Plant A,CNC,Day,34.34385927560033,45.49515211888309,8.504000282395499,1.1193560419486799,11.203400293079406,7.726970057404696,1.6692339505141627,0.4373882362077592,0.0014475841240948473,1.173942329669661,4.590295610750122,0.6599872679252536,0.024159271921628228,-0.4905869334475165,0.568657900572383,7.260165843753345,16.30030499268372
Plant C,Conveyor,Swing,22.711637476504734,52.46491520078854,6.650490629899208,0.10033746576937062,,1.0666112596809665,0.23783299713532327,-0.3994560407852605,0.6611818151426944,-0.5735647649253068,0.25444512547173037,1.2679020820837912,-0.01716854464033868,0.07069340777556768,0.547405795764976,12.476396074091504,27.52676982421253
Plant A,Conveyor,Swing,28.270783326831896,53.95332340740534,12.192414218213699,1.097674626123744,11.237766549092825,2.7905994672249164,,-1.1797419114394274,0.9790366125109,-0.2279112338748739,3.2376100367253695,0.7315149089118607,0.5759955127414295,0.14172727463162688,0.4242307946562307,9.775533169787565,25.141266751596497
Plant A,CNC,Night,32.42312658845372,59.29286511095038,7.296671692697149,1.1994103543953505,9.356253159132072,7.395101684320727,0.049258752886093216,0.10039992865445435,1.1289509127707025,0.07000386531379385,3.4450201029152105,0.5817400928475062,0.07313608552033701,0.40743703264993936,0.7066498742233533,17.895103030234196,33.13298744178488
Plant C,Press,Day,25.041658500913798,45.31657749807967,9.398546174034069,0.7164507808288902,25.481415250127217,4.217769037502677,0.3762985920991297,0.9676804995542674,0.028964624812253998,0.5562623949923021,2.2524268916399333,1.0337463004909473,1.190576220983137,-0.5499854246154773,0.8727190196120813,16.367912042974567,33.27645879669683
Plant C,CNC,Day,23.8734346754248,79.10450445459304,3.5992902523036108,-0.7415878656132543,6.190723162287184,,0.41046849049486944,1.5170422012241,-0.29973545215407765,-0.08846783917529066,1.1210005074624494,0.5973564060786593,-1.3480363894582301,,0.11790940855792846,,6.8817195911964495
,CNC,Night,23.771560361289538,53.77050028626022,9.557573216113415,-0.420543922502407,10.076837791917205,4.507609248983327,-0.685197172483122,-0.5239917453432802,0.46782976551342575,0.2956792566031561,2.0818991079871143,0.9215235278444156,-0.39987727303815324,-0.1315474591474897,0.38034534061488673,11.352513003408381,19.657474286959967
Plant B,,Swing,26.687794411024868,54.907746447305946,6.5693188747714215,0.7522553123968237,16.384093195721352,10.72443845276655,,-1.0600835107228257,0.7989349326985148,-0.1443723649556919,2.3314314311007878,0.9670630661724159,-0.8670696371456149,-1.070078022219453,0.16704105351043366,9.477186433985132,9.776294727715733
Plant B,CNC,Day,28.373470250162903,46.95101071438751,10.871632908425626,,11.274396855431862,6.626009823635801,-1.3274193000072418,0.4817604784858961,-0.3770029829835345,0.9759818413533403,3.4835233396018808,1.1686371602553542,0.4056174495703899,-0.08328996986471215,0.7646079507109628,16.42932405865066,30.631482211026523
Plant C,CNC,Day,26.309024530195902,42.95947887784078,4.0665612934014135,0.15839014047222033,12.593151240621111,9.678799230631027,-1.6107030836217278,0.359108214252633,-0.17850042424050142,0.20624552544975205,0.4023088680686535,0.8340592902476633,,-0.11083687204069212,0.3162601999175534,,19.20026507774648
Plant A,CNC,Swing,26.137315379084335,53.48436195317407,9.292090852978163,-0.3122911290400434,15.580756297620344,7.553287456614704,0.19491201004373337,0.01043583940936208,0.20353044775531792,0.43590960400134104,4.8907078687024255,0.8728358951227418,,0.7162207791107484,0.8660886042686099,11.106931608021869,30.225921101450243
Plant B,CNC,Swing,23.743985493960224,55.330608690273856,1.4538314245638997,0.19138878012921687,18.12941589507409,7.734841336909765,-0.8164781475070998,-0.6352062224365816,0.5619411149153435,0.04945571011473052,0.9041861376784424,1.1493852222363508,0.26532265095735713,0.0891148878443973,0.4036284004070196,15.815811099562291,25.098644579412554
Plant B,CNC,Swing,16.035227374636115,53.95715084205583,9.847604295141995,-0.27847566987518413,12.906322863237765,3.7427391945555826,0.9801003599600824,-1.3088388762347751,0.08209323065248991,1.2775635124491398,3.6532501178618135,1.4244597003783832,0.5929417951435323,-1.1379386098312192,0.7141006536289437,11.066848519055776,22.28772374686592
Plant B,Conveyor,Night,29.488581943782982,74.86187131644945,7.475592077684864,-0.2729114773333333,17.688112236268235,,0.24066267770646785,0.6745967968835462,0.836815945273905,-0.2853692680037615,2.8884284761166072,1.1258480388839789,1.0917060623154562,0.5914970768040155,0.743133689101561,14.978005882902897,31.38547460229081
Plant C,CNC,Day,17.57687440192576,53.48428778346602,9.198060527442465,1.960033466275064,7.210319396085117,6.647281656525098,,0.8965372585906227,0.3510069515313688,-0.2312869657140803,4.205275333258215,1.4273135486065536,-1.1539043800681545,0.47473905581610903,0.4306815637376981,15.120406733925496,29.791917290624244
Plant B,CNC,Day,27.096928210429105,,6.199512441107339,,11.576093053309723,3.138606555941548,-0.41048237439527774,-0.3599763430462577,0.74499384938228,0.5046985701266242,2.5419234676321016,1.265227158623325,0.7905424158124397,-1.2087778515079601,0.6442415840382417,13.47245179497086,22.478086842437435
Plant A,Press,Swing,27.77868324996477,64.78354574173046,6.152102703832902,0.5077884732255902,15.979275644430304,0.0,-2.1228473536407058,1.7105410456178778,0.6691995426093847,0.02220483059321937,0.7204168371253505,0.5585164662936675,-0.31526156578333775,0.6809388526533787,0.637917854222299,19.200236916500803,34.77997044967437
Plant C,CNC,Night,19.29783947754637,52.94721005284959,6.696490655930904,0.15292426776732435,21.892762477472075,6.419819243293248,-1.144203915799459,0.23622215311588687,0.8164073859575177,0.07831076862393166,4.268163042789485,1.2118384979963615,-0.015365974613055777,-0.8150903447769046,0.6446244509634096,14.435559333950476,23.965508835810986
Plant C,Press,Day,20.960996046974227,61.47206882477041,9.576035976705636,-1.2265471585873207,10.138432685644931,10.5236188845645,-0.4902686887874227,-0.1749559047314823,-0.2925225070359728,0.65229246696247,5.058440671478294,1.1207926466861369,0.47224535247782884,-0.4540484606183782,0.8709024385130176,22.69686221799531,39.27102277116471
Plant C,CNC,Swing,,39.65146313987966,9.729711996982498,-1.2610182483132544,9.434231080233733,3.278558991291985,-0.9453651654162283,-1.1828682198295748,0.7108598618479245,-0.7934040848725483,2.6039432555510698,0.6518679383611876,0.1570705659509004,0.06947941817174144,0.6204381053244687,,32.95332487975642
Plant A,Press,Day,23.602588810653092,39.74626574680815,9.911530880339546,-0.08111742599045293,15.365608287734057,3.177578977558128,1.884916539228098,-1.700469976416644,-0.4938888597616717,0.28178321329719436,1.3824983903323946,1.1290704305788157,0.44327105659966914,-1.243924129883156,0.4744217369091123,6.524320471451224,16.378228628893837
Plant A,Press,Day,17.898931622827405,56.46470277346704,6.189717604491934,-1.9526947715240315,14.21272359884014,5.051220731555931,0.7487955828193449,-0.5119602989610255,,-0.06370109192848972,0.954438585448466,1.290137316511567,1.2640980124297068,-0.059414320205005436,0.85618802075119,11.575167640101919,30.17078780324909
Plant B,Press,Night,29.004396198565203,52.220588973137794,14.513038253788078,1.8304057767536248,11.126268070305983,9.30371104009696,-0.3278225885515924,0.3687521331173134,0.9974705949352719,-0.31988517491286494,4.120608717160135,1.108038622577785,-1.1781474570936599,1.1724804780727238,0.48908213838137077,12.208202139190531,28.31845235288349
Plant A,Press,Day,20.136623972134096,45.291702621243374,9.998442218758504,-0.3616147103562734,9.133247463638043,0.48963676125696587,1.4268837194125548,2.3335829701680035,-0.3909257212451467,-0.009561118043006078,4.3882493430878355,1.404381183870022,-1.2169996103353042,0.6734906208618878,0.43084707825001284,2.4858942099559194,10.90117124569244
Plant C,CNC,Day,14.397379887729523,56.46222080829979,6.132906474276194,-0.4431915709531915,11.944429282608152,4.049462142779465,-0.9744672192935074,0.06756229043168738,-0.42069158146616825,0.234191527253148,1.7127223922828019,1.2933053861445567,1.141223558464789,-0.6069977042965291,0.7918938070803263,18.673138412825082,28.44521307615099
Plant A,CNC,Swing,26.598847740232333,57.50920113009974,9.272660615499452,1.2230637226477963,16.084949479887523,2.9827174954744637,-0.33218119350419906,0.5922576766101942,0.7604875867458666,0.21266664008135783,2.743704892684932,0.8159285661202272,-0.06496346223840398,0.6168840859603016,0.5130425607358283,15.002341743963786,30.14804856822647
Plant B,CNC,Day,19.41691092108436,46.48123747394181,8.767961837015514,-0.14071943786560923,,7.686303702530122,0.8539048999651582,-0.8272508281140093,-0.2400896559196143,-0.035883199963177015,3.4501004725798876,1.413810688288111,-1.1219367157428972,-0.18410428343155108,0.6294692245246954,7.340577812789656,16.773174254711474
Plant C,Press,Day,,48.77445010714886,8.474000291586218,0.6510431736390553,18.684649338671004,,-1.1156255277205283,0.20865292097056,-0.26676654754648266,,2.92100273464379,1.0445730105915612,-0.7289342028509069,-0.21593902473685275,0.6244969545206753,15.448984927062334,27.20582996114785
Plant A,CNC,Swing,19.936549809488177,57.599398593314696,7.121634051405648,-0.5725846135568161,13.455911025277121,4.960260399215218,0.6850348732339488,0.07797907132432526,-0.5576543893034962,0.795037395003854,3.4357511314120983,1.1663965131050618,0.5681436144117723,-0.16596544644738512,0.7693328166780654,10.258316033183721,28.320368507089427
Plant A,CNC,Day,27.536020971348425,42.74705858416445,10.954613686219515,0.04543343723071521,16.406019908397393,5.459758617571004,0.2927835136721499,-0.9454738299886131,,0.28364352504368123,3.5143753887786806,0.737412124671784,0.20051661568877627,-0.4282975725350382,0.6800565494267429,14.425467020140385,25.539604433917813
Plant B,Press,Swing,24.91749162302968,47.751605590699825,14.183542894388351,0.9684781571298529,15.113895363095239,8.354474006773659,0.5880765425001512,1.3381829362696993,0.5777546663747487,0.5511795471669236,7.014748429943545,1.1460294518407212,1.1581620336101932,-0.09314265062382643,0.9043434110987081,14.669598214536649,29.750366959235702
Plant B,CNC,Day,11.053957055205096,61.407221686704,1.8919886985315975,-0.8618132713014662,12.385330733792433,9.364806821597949,,-0.13405351127060378,-0.5845401152833704,1.2004623133543466,2.8454373970506124,1.4885117177058258,0.0013030210483451765,-1.3056596951661708,0.44771901283649884,4.865990735291304,7.789390109849626
Plant B,CNC,Day,25.91006270352294,,11.691606727949154,0.5277350996377672,17.33247099320179,9.07388890570665,0.45553551007459053,1.1053613154854174,,0.8214659430417821,4.58285009774489,1.0464436803040786,0.40561743259087907,0.8092894061680507,0.826108419658286,13.133872916767984,31.734160601704225
Plant B,Press,Swing,22.55134335784805,49.273565872529446,9.059788570219851,-2.416511538746703,9.13085916987928,7.726219165574895,0.1260403053352138,0.009647558615581532,,1.1284757581861444,2.883756843310149,1.1812406863539184,0.47086102377601324,-0.254408614060913,0.6656488699778893,12.726755811064566,25.29449524289222
Plant C,CNC,Day,31.083588210954026,44.163168172215336,8.710071631482874,1.2655047723801816,11.785718257870583,10.1517151830822,-1.497355143720506,-0.3313987115327381,0.062055825336686105,-0.5746757615851432,2.8785798782552066,0.8761764123294177,-0.620513897865549,0.9603668308620564,0.749987517051136,16.457056768364215,37.53389293216348
Plant B,Conveyor,Night,26.976039245079257,42.841463778731224,12.054926990250491,,12.344434392987466,3.205157620051785,0.2102852074651042,,0.5435894269547679,0.9737437084476085,5.061953977245484,1.0011083481776788,0.9101378792753952,-0.952446832131343,0.9003815687042933,,28.709590054392535
Plant A,Conveyor,Night,28.780789218765076,53.41893422235439,1.0,-0.08565748195305366,15.52615475070519,7.1630407051766785,-0.4799450823564,,0.595125770136876,0.7112500150220042,1.1133922560172533,1.0018425928581511,1.1278374722460334,0.08416421063595758,0.7917393651135558,14.196683961382798,34.17517508896496
Plant A,Conveyor,Night,21.447295994895374,79.30975027883797,10.444368227763123,-0.0979536094752339,16.523310807300042,13.04576522679957,-0.12312804479279871,1.4646979520026486,0.63180168810292,1.3775946944933608,2.0947271611105704,0.7894835680487887,0.7910040383848158,,0.804735600482144,12.629686611434202,30.044831431056867
Plant A,CNC,Day,20.049661245910183,61.78943970889476,11.84749118520326,-0.9748568025394921,10.739281594296521,0.4897843280802361,-0.4734329284239675,-0.8986719478417652,0.634978499912429,-0.8022441903502977,4.456559266330854,0.673991808488527,0.726594251236603,-0.6840388064913596,0.5618526279568943,12.601405245814844,24.318720131939035
Plant A,CNC,Day,23.871753344697176,39.00562908526297,5.934149778049552,-1.0516303357620664,10.175617003398653,4.397302320654337,0.4915126344562138,0.6663223050153297,0.9302044975294228,-0.23116348786089652,1.833660914665456,1.072198846979123,0.6196378978530694,0.5742592176187289,0.7457227800572409,10.663544194678426,23.92513365292574
Plant A,Press,Night,23.19691936603075,63.48659400878748,4.818140900839247,0.5213445129702937,14.314296969241425,2.8924714895560593,-0.9906179391704492,-0.3111825350817339,1.3469644098436058,-0.46566563558845014,1.9139694789854025,0.8246224906400202,0.6566389266714263,0.7441724661791321,0.54053699735321,14.233409298602572,30.837483615099192
Plant B,Press,Swing,30.690045261050408,45.89336070522867,13.919786448540986,0.5683354833506628,,6.86615769424375,0.21205079222969253,0.5894942567367978,0.8584220074769583,-0.23510282678084254,5.045649634939755,0.9416172838793883,,0.9901042683102593,0.5726038298579226,11.09644591758152,22.6445286200602
Plant A,Press,Swing,23.23340470638336,54.941711480720414,3.7308247925949694,-0.8852734745864504,18.031343164167673,10.313495498457517,-1.041573638009627,0.20687240247591254,-0.3981093760835009,1.0360892294720505,0.9867221797533523,0.9264933736530034,0.2382715575922026,-0.15628100503876965,0.49756932879740207,14.87739275478907,23.135262277427728
Plant C,CNC,Night,18.87589125008136,47.93367274619481,9.255949386139466,0.5410637307255133,13.104674306316609,7.612520996640537,-1.7987365019274377,-1.3332906260381787,1.8167647665957671,-0.43983115477246154,1.2173542462983689,1.207956051351041,-0.3126596385206624,-0.5861174203278297,0.5738945370051286,18.324700757037707,25.51706820107912
Plant A,CNC,Day,19.862095431556696,79.27305775448801,11.069325039174185,0.5578941750728678,9.321838538832353,5.348047336681853,-0.34173436376146477,,0.03268136809204711,-0.2586385666283513,2.306544140836756,0.9110588250144812,-0.5086133515330529,0.37212657292836676,0.507372288785486,8.147394097631246,20.329118232249677
Plant A,CNC,Day,28.825255423070022,41.390705059421045,9.189797015748807,-0.3782190971564044,9.242696825473512,7.6370365428016065,0.4638927994642017,2.165735399221674,-0.2950144511013007,1.0691845851847346,3.4567241563876125,0.8726109945214608,-0.27912414487792764,0.3341063419349172,0.5316631900325431,9.299057976198831,18.659963535017894
Plant C,CNC,Swing,23.163713278685364,58.76334707362553,9.69389776998036,-1.2934954358513528,15.25253781409552,5.13084335128547,-0.776995206284484,0.3074782777298746,1.4494418322570257,-0.1941690266082629,3.311601339933637,0.9952610706434142,-0.2445542124364961,0.15703321299499573,0.5254306527555663,15.721653534991884,21.184664702118795
Plant C,CNC,Swing,,46.77611434898499,7.20494118627599,-0.0375433134677038,15.144297873659921,6.5830251073786625,0.13659065738347748,0.9270627824533455,0.3275042893620606,-0.08705541157323049,2.667191271849406,1.2150230561557884,0.033853668573067264,0.1249744453999325,0.2981153056127582,12.643673975812133,27.827529613593025
Plant A,Conveyor,Day,29.30093784608898,63.86593695251905,9.388162075647259,0.3650818881566264,10.92626209960677,7.85583570303198,-0.3629802198492082,0.2972278827470782,0.4927309592684106,-0.40782483644627987,3.6015256327257177,0.698851141955995,0.4298849362890138,-0.2575426925699554,0.8010756756401566,17.319995374725096,27.955471992540936
Plant A,CNC,Swing,,58.521445840754474,5.874594212439056,-0.0588650409816173,13.544507474071537,11.25846721640054,-1.0354217784152602,0.7882270156982392,0.13698368924839477,0.7580615124336202,1.4110013369442083,1.2009338726484855,0.7653873536475561,-0.059823541629602364,0.847185829576027,19.69634200933618,38.94684989016755
Plant A,Press,Swing,12.824118507863348,70.0546317538243,7.263166639216218,-0.5924940637370354,9.483176478271412,7.3483016538457715,0.5572963043266528,-0.7180286840009552,0.2917710776612955,-0.0828166480125565,0.9936105147742118,1.3832427207026752,-0.2749597496646592,,0.6295235606253862,11.182260896341012,26.757775087614526
Plant B,Conveyor,Day,19.735666768216788,63.61741353587012,8.106637292515911,0.4669693987202058,12.96634037259928,6.653087166560544,-0.651325688670557,-0.12143128625852154,0.14658431390662072,0.5121942099190225,3.773402810382506,1.00037069955231,0.2771054008091072,-1.079331335235473,0.5615383775618911,15.532648745444998,25.697843545814248
Plant B,CNC,Day,25.210445442731707,46.67759357351787,3.3804684045468463,1.265324501481836,19.90216887579262,12.106205441664867,0.37462232656203664,0.8800757532972885,0.38034525208782544,0.22253747103742366,1.9420322761653375,1.1912451378986155,-0.5742021564977696,1.1372567445046606,0.3864321833758467,12.72480501496353,22.760561931053108
Plant A,Press,Swing,22.75244239830955,89.99443093040112,10.73112033978556,-0.7702968644036874,22.522243055771533,0.13210093727760874,-1.4601865763492086,-0.3501647581944946,0.8759425130730318,0.23246052297568598,2.9959361974807726,0.9928298594421179,1.2305209817545575,-0.8384890531719051,0.6205719700605326,17.58200140360449,22.972285013022983
Plant A,Press,Swing,16.197851899577834,61.66511360381287,1.5577848776109224,-0.2980075276990606,13.152959584816065,5.723952941005047,0.13681035692688015,1.0721631469907897,0.22803988497029537,-0.07987490971568317,1.7143950572835132,1.2034837213541358,-0.27625113300277127,0.21061721926188953,0.49474809720665985,11.288300039959259,22.397865419394442
Plant B,CNC,Night,30.080297656757754,48.39205661405786,9.088446396119842,2.5,15.727369170004836,3.7761559498116015,0.6238597524131497,-1.0035417976917742,1.1663425837717893,-0.8824250486640095,1.9051262715220845,0.859724074168174,-0.577284180055563,0.2371364141649953,0.173619673583722,7.339432920455916,16.170560891192082
Plant C,Press,Day,24.817484730422244,,10.37061585262089,0.2908676630835595,15.569342250749138,5.284772962935985,0.3517725744237818,0.05880962747763491,0.005372296677386829,0.37870132927998107,3.9011221456450826,1.0241117397220836,0.5975613257649939,0.13200534617126813,0.5058746916903216,7.910991283832331,20.69188272357112
,Conveyor,Night,26.94507347356746,62.57000352123151,5.61643887065661,-1.2668069170871836,7.115858963551016,7.811924225013369,0.8925409640929802,-0.2588703156803731,0.5707258888242919,-0.5949160570897796,2.1200649767081186,0.9107459264038649,1.2077607579541116,-0.19661109267840748,0.8739185388621143,11.64800021936385,28.569272924202238
Plant B,Press,Swing,26.09805129891685,62.11353374722286,5.298101583027192,-0.4775825775205952,9.40057632772611,8.941988604774338,0.6454939782577054,2.5,0.10106832413582345,0.13238936166459703,1.8769150122909277,0.7759987928894558,0.10393030918155532,0.45861579429899557,0.8321154885109672,7.540796062829616,29.99519054405983
,Conveyor,Swing,17.507378770750524,60.95233717140134,6.775490833890509,-0.7569207908605199,4.7374354213979135,4.438796559878897,0.29921645507832884,-0.3897846726058295,0.08195446871676547,-0.56650768405872,2.7521727763125554,1.1098146956675283,0.30884593825671025,0.10009327226011591,0.5847955418666329,,25.586256730087765
Plant A,Conveyor,Day,25.514394582147453,66.59778584705646,9.919031806245702,0.3803932187949782,15.796294185592714,8.007395355737264,0.846011193004826,0.4202206227972652,0.550324285771821,0.33646019790505804,2.261910893643667,0.6667325542430311,-0.4272107753937867,-0.0758632971553404,0.5544254803320696,7.732537768943789,18.787372534132643
Plant A,CNC,Day,28.53726891601003,65.41805211523157,9.037097346170546,0.30772717438234215,21.78153606122398,3.3070657979229354,-0.3737577333386782,-1.9913991265357978,0.32441821495162376,0.5006837221187725,2.622145463457887,0.5132757430950549,0.9520164896586343,-0.28048411496648784,0.707628642381142,10.8291130293304,26.19178718306034
Plant C,Press,Swing,29.701551151853273,44.82920600516682,5.665400673329979,-0.6364871852010423,18.26334621567987,2.158537781087074,0.5212783629086029,-1.1678260854382017,0.533774939632804,-0.38400976572895645,1.701356774641302,1.0607894455656766,1.0611414043510576,-0.6096196333841816,0.8715142424572522,15.841011656120722,30.3783028676809
Plant C,Press,Day,27.606316625064764,80.29664924808685,9.317043281933865,1.8563109904124113,14.177997643040433,6.212571354629017,0.021780329419136008,0.3057584615750188,0.0027143982534393457,1.060413850699575,2.2672586845692426,0.28781993387621535,-0.48403363948013794,-0.31500305063054895,0.5279856753918016,11.339238226603772,16.779603815859282
Plant C,Press,Day,26.565648292960123,78.62665381060256,9.785870364632716,0.08513332568255527,13.614066860789807,5.344381713299502,1.8506147117184686,-0.2638913856197515,-0.38982491614869813,0.18290196074084797,4.029968118377361,0.8962907748146428,0.284603365247058,-0.14590942774066107,0.7931477504764289,10.489583813316983,32.50305324796527
Plant C,Press,Night,16.31289367614793,64.61157874287845,9.658710240490617,-0.4557300361667431,12.590524242742624,10.47160110867507,0.27349515953148784,-0.24464821190946254,0.3098577395236595,0.3139032060711931,4.480646201047684,1.2197892623517888,0.3527276344208448,0.05770341350721922,0.5159278173973245,12.812964491106717,24.920382439158264
Plant C,Press,Day,23.92532673611265,55.46436061060744,6.0402260492413955,-1.221121778169956,18.238671792653058,12.385352206467221,-1.2854601679548243,-0.32497729874847575,0.0596898337359144,1.2785813894684965,2.008836702637871,1.221794441910901,1.872093295161773,-0.8280753901906861,0.8668050111316872,16.423039593092234,22.6220323102319
Plant C,Conveyor,Night,20.21712825281777,55.670630592536675,8.467108190717388,-0.8947654196178271,14.86262931324996,4.174350098165103,0.25303330814371094,-0.18502611863444798,0.7898261447989723,0.17636064288998177,2.986797211417537,1.3565951218543095,-0.14639895295765903,0.34309329981982783,0.5215029469115291,13.538549693979594,27.822561795257528
Plant A,CNC,Swing,30.410839409731793,51.11482726246428,10.753235035675825,-1.2460238198773965,14.249840497617182,0.5654166216394287,-0.9512177121262017,-1.7114965589362554,0.903637149463721,,3.0431732703732366,1.0151266564034587,,-0.13401646842315013,0.9326920325300159,17.82274622771347,38.67741197964238
Plant A,Press,Night,30.651897461885248,52.66738930046209,10.610885157525189,-0.19056805512156186,9.58688757535947,1.8984785936850574,0.7284893108241628,-0.08677131885100607,,0.08008662759201646,3.6359338247833364,0.7595511276218618,0.3301431456299008,0.7067701201758964,0.6988240483354144,12.195970778449919,30.062323480648
Plant A,CNC,Day,19.247355946399033,28.758587021223512,9.23443974472232,-0.8849636760680823,16.404306115392338,3.4929054088427822,0.7464958884538402,-0.21930620691069713,0.08439666153804493,0.16813249800841287,2.6517787957018153,1.3119936753409982,0.36704643873534953,-0.13056601992013805,0.6332284973046794,8.925111025669814,25.32182397996517
Plant B,Press,Swing,23.770109081469922,73.36316143495496,13.928047703111714,0.7839839966457599,13.400062788529269,6.621916269613298,-0.6090705568320194,1.066478798464852,-0.21940730881554493,0.7466612432635454,5.184589388785426,0.94030433451009,0.4651892834408934,0.08265423718472842,0.5624968139709515,15.298305336464447,28.021003254032177
Plant A,Press,Swing,25.242547217535535,69.12944369954587,9.503373387116348,-0.5844321380740177,15.587875022574076,5.216424321733193,-1.0378329311183239,,0.05749196928443939,-0.009931442332523355,3.3105526107227385,0.9705259421991569,0.8914315635509792,0.22535010197215213,0.8316142416633283,16.959919219061884,30.96884669521346
Plant C,Press,,29.50395628744517,34.87975849081111,6.474272787163119,0.840200991637328,17.996306583665472,2.2244687177895104,0.1327651948971695,-2.5,1.1705544887286927,0.41639989069527994,3.308364945262209,1.3200552800702152,-0.48538910426995,-1.7212697704396702,0.4603086160962076,12.136243193974476,18.417573474794153
Plant B,,Day,15.621908750662733,,5.483774463611309,0.49146732774963325,7.460482744224884,11.358414069792717,-0.9039627550539076,-0.7346407358281739,-0.2448065918095183,0.7169170143309638,1.4890867983079088,1.0938716054023527,-0.15868963194211305,-0.4866779757823191,0.44651395996704596,11.936729424423264,24.175896598168215
Plant B,Press,Day,12.951888430811838,54.90742470541684,9.528081530827187,0.645507549344076,12.817563160248037,7.988576536697798,-0.8384519862052147,1.8021009565465584,-0.03636602965509805,,2.8578441202834988,1.5541024261989749,-0.21990668599555913,0.7193049075768071,0.7900217185915253,13.108917146267922,33.89226291892231
Plant A,CNC,,25.190742554204107,52.611446328211976,3.6873698883669483,0.8967490550762951,12.237534220457443,11.277058126617703,-0.5060628307076832,0.905917626794076,1.4059743065078862,0.050607054978419955,-0.23957872400880809,0.9941667572446932,-1.296901278865464,0.5442298049741563,0.25824125754865507,10.007173567536913,13.913437282936798
Plant A,CNC,Day,11.342915888122848,60.91409810276892,7.067051381810847,1.993323445564248,11.884993285359855,0.5967233556904361,0.6243109641748374,0.490857249214773,0.10881384604607658,0.3100608718812449,3.573434633773848,1.3269182168762796,,-0.2196750600134027,0.5401943961024382,11.066738369726828,25.678749005156938
Plant A,CNC,Swing,24.79286204906032,34.086553727954595,9.392520954889655,-0.8489973868375891,9.532441219835277,9.818033415830032,-1.4839368538526674,-0.5027302631096092,1.0581806507790954,0.3807924323959513,4.5740285914897445,1.2829009465312269,0.7557733822080994,-0.990783677691152,0.6543639731800357,15.902714542851418,24.648790011915885
Plant C,Conveyor,Day,26.96103886791371,54.865009813746454,11.513435008304196,0.8459992767356775,11.08991513602371,5.552916278181874,-0.7544839708547121,0.740099010290634,0.8171749942639205,-1.4561835217720283,3.012422453161057,0.5263418487446914,0.19289139250002513,0.6296371762412413,0.7742419346512236,15.23976660794575,31.355224324211914
Plant B,CNC,Day,30.180399541638867,55.9537741215804,3.36795875819823,0.3981189930887543,9.606197839177286,4.8244882963995455,2.398737319971406,-1.5153037791495814,0.042920723439642094,1.19547158463252,1.3801959399257422,0.909335543898513,0.0751030527002966,-1.0992153932924178,0.27432139899716923,1.9235586642589584,6.246922084802373
